27/04/2018 04:00,"Amazon delivers dazzling profits, as well as $20 Prime hike and NFL games"
27/04/2018 10:29,"BRIEF-Amazon.Com Says On April 12, Acquired Ring For Cash Consideration Of About $900 Mln, Net Of Cash Acquired"
27/04/2018 12:08,"US STOCKS-Nasdaq futures rise on strong earnings from Amazon, Microsoft"
27/04/2018 14:29,"US STOCKS-Amazon, Microsoft boost Nasdaq; Exxon drags on S&P"
27/04/2018 14:49,First brokerages predict Amazon will top $1 trillion in value
27/04/2018 14:53,First brokerages predict Amazon will top $1 trillion in value
27/04/2018 15:33,GLOBAL-MARKETS-Stocks edge up on Amazon lift; dollar strengthens
27/04/2018 18:12,Amazon ad sale boom could challenge Google-Facebook dominance
27/04/2018 20:08,US STOCKS SNAPSHOT-S&P 500 ends barely higher; Amazon a boost
27/04/2018 21:18,Prime hike gives Amazon warchest for fight over postal costs
27/04/2018 21:39,BRIEF-Amazon.Com Enters Into Amended And Restated Credit Agreement
30/04/2018 15:02,BRIEF-Chico's Fas Says Chico's Brand Apparel And Accessories Will Soon Be Available To Purchase On Amazon.Com
30/04/2018 16:36,"BRIEF-Amazon Announces Plans To Expand Vancouver Tech Hub And Create 3,000 High Tech Jobs"
30/04/2018 23:14,Sainsbury's Asda buy could make UK tougher grocery market for Amazon
01/05/2018 12:18,"BRIEF-Amazon Plans To Expand Boston Tech Hub, Create Additional 2,000 Technology Jobs"
02/05/2018 08:16,Amazon offers to buy 60 pct stake in India's Flipkart - CNBC-TV18
02/05/2018 08:20,BRIEF-Amazon Makes Formal Offer To Buy 60 pct Stake In Flipkart - CNBC TV 18
02/05/2018 21:02,"U.S. tech, banks are big winners from lower taxes in first quarter"
02/05/2018 22:02,Amazon makes bid to spoil Walmart-Flipkart deal: report
03/05/2018 00:21,BRIEF-Amazon announces new fulfilment centre in South West Sydney
03/05/2018 00:36,Amazon to open new fulfilment center in Australia
03/05/2018 01:20,Amazon to open new fulfillment center in Australia
03/05/2018 08:49,Amazon halts plan for office tower in Seattle over proposed tax
03/05/2018 19:54,Sprouts ended Amazon Prime Now delivery partnership on May 1
05/05/2018 18:14,Buffett targets CEO for Berkshire-Amazon-JPMorgan healthcare venture soon
05/05/2018 20:45,Amazon unsuccessfully approached UK supermarket Waitrose in 2017: Sunday Times
05/05/2018 20:48,UPDATE 1-Buffett targets CEO for Berkshire-Amazon-JPMorgan healthcare venture soon
05/05/2018 23:22,Buffett targets CEO for Berkshire-Amazon-JPMorgan healthcare venture soon
07/05/2018 11:53,"BRIEF-Buffett discusses Berkshire cash stake, Elon Musk, Amazon, US-China trade"
